Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors,movieCd
260.0,스파이 코드명 포춘,2023-08-30,437453701.0,0.0,437453701.0,47004.0,47004.0,477.0,6623.0,미국,미국,,"(주)레드아이스 엔터테인먼트,(주)제이앤씨미디어그룹",15세이상관람가,액션,가이 리치,"제이슨 스타뎀,휴 그랜트,조쉬 하트넷,캐리 엘위스,오브리 플라자",20223831
261.0,도그맨,2024-01-24,435005149.0,0.0,435005149.0,46705.0,46705.0,496.0,7339.0,프랑스,프랑스,,(주)레드아이스 엔터테인먼트,15세이상관람가,드라마,뤽 베송,"케일럽 랜드리 존스,조조 T. 깁스",20236464
262.0,로봇 드림,2024-03-13,448383108.0,0.0,448383108.0,45915.0,45915.0,114.0,3373.0,스페인,"스페인,프랑스",,"(주)영화사 진진,(주)하이스트레인저",전체관람가,애니메이션,파블로 베르헤르,,20234619
263.0,악은 존재하지 않는다,2024-03-27,445460550.0,0.0,445460550.0,45271.0,45271.0,149.0,3458.0,일본,일본,,"그린나래미디어(주),(주)레드아이스 엔터테인먼트",12세이상관람가,드라마,하마구치 류스케,"오미카 히토시,니시카와 료,코사카 류지,시부타니 아야카",20235838
264.0,랜드 오브 배드,2024-03-13,382151629.0,0.0,382151629.0,44642.0,44642.0,394.0,6774.0,미국,미국,,메가박스중앙(주),15세이상관람가,"액션,전쟁",윌리엄 유뱅크,"러셀 크로우,리암 헴스워스,루크 헴스워스,마일로 벤티밀리아",20247782
265.0,더 와일드: 야수들의 전쟁,2023-11-15,384063300.0,0.0,384063300.0,44540.0,44540.0,239.0,5458.0,한국,한국,"(주)아센디오,(주)제이앤씨미디어그룹","TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹,(주)아센디오",청소년관람불가,"액션,범죄",김봉한,"박성웅,오대환,오달수,주석태,서지혜,강현아,라윤",20217425
266.0,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,2023-10-19,385466305.0,0.0,385466305.0,43509.0,43509.0,78.0,2085.0,일본,일본,,메가박스중앙(주),전체관람가,애니메이션,니시키오리 히로시,"오노 켄쇼,하타노 와타루,호시 소이치로",20234938
267.0,1980,2024-03-27,383991575.0,0.0,383991575.0,43224.0,43224.0,521.0,5748.0,한국,한국,"히스토리 디앤피,(주)디에이치미디어,굿픽처스","(주)제이앤씨미디어그룹,와이드 릴리즈(주)",12세이상관람가,드라마,강승용,"강신일,김규리,백성현,한수연,박준혁,전수진,이정우,윤정로,이달형,박노식,나종민,황인무",20219375
268.0,"2022 영탁 단독 콘서트 ""탁쇼""",2023-06-28,1017054000.0,0.0,1017054000.0,42384.0,42384.0,72.0,1578.0,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),전체관람가,"공연,다큐멘터리",송승연,,20232220
269.0,귀못,2022-10-19,358073700.0,0.0,358073700.0,42342.0,42342.0,208.0,4441.0,한국,한국,"KBS,(주)아센디오",와이드 릴리즈(주),15세이상관람가,공포(호러),탁세웅,"박하나,허진,정영주,오은서,김주은,전영,구본웅,하시연,이광훈,조영미,박종현,사민경,차은재",20227225
271.0,애프터 양,2022-06-01,398366300.0,0.0,407868300.0,41184.0,42147.0,161.0,3368.0,미국,미국,,"(주)영화특별시에스엠씨,주식회사 왓챠",전체관람가,"드라마,SF",코고나다,콜린 파렐,20224468
272.0,"어쩌다 공주, 닭냥이 왕자를 부탁해!",2022-09-08,387143280.0,0.0,387143280.0,41140.0,41140.0,306.0,2377.0,프랑스,프랑스,,(주)팝엔터테인먼트,전체관람가,"애니메이션,판타지,어드벤처",줄리앙 프루네,,20226125
273.0,지오디 마스터피스 더 무비,2024-01-10,936338000.0,0.0,936338000.0,41021.0,41021.0,75.0,1940.0,한국,한국,,씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,손석,"박준형,윤계상,데니 안/ 안신원,손호영,김태우",20236907
274.0,너와 나,2023-10-25,379645293.0,0.0,379645293.0,39179.0,39179.0,76.0,2839.0,한국,한국,주식회사 필름영,"주식회사 필름영,그린나래미디어(주)",12세이상관람가,드라마,조현철,"박혜수,김시은",20228560
275.0,밥 말리: 원 러브,2024-03-13,355245094.0,0.0,355245094.0,39069.0,39069.0,579.0,7392.0,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,드라마,레이날도 마커스 그린,"킹슬리 벤-어디어,라샤냐 린치,제임스 노턴",20236488
276.0,오토라는 남자,2023-03-29,346425730.0,0.0,346425730.0,38785.0,38785.0,371.0,5894.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,마크 포스터,톰 행크스,20230641
277.0,틴에이지 크라켄 루비,2023-07-25,297448950.0,0.0,297448950.0,38547.0,38547.0,203.0,3723.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,커크 드 미코,,20232601
278.0,씬,2024-04-03,356935735.0,0.0,356935735.0,38433.0,38433.0,409.0,4872.0,한국,한국,(주)도어이앤엠,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,공포(호러),한동석,"김윤혜,송이재,박지훈,이상아",20236230
279.0,TAR 타르,2023-02-22,380936984.0,0.0,380936984.0,38090.0,38090.0,197.0,3173.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,드라마,토드 필드,"케이트 블란쳇,노에미 멜랑,니나 호스",20230007
280.0,뿌까의 짜장면파티,2022-07-04,228183500.0,0.0,228183500.0,37851.0,37851.0,34.0,908.0,한국,한국,(주)에픽캔,(주)에픽캔,전체관람가,기타,박상용,"유진주,임종웅,이은정,박중언,김기영,임재홍,신지윤,김민아,이지현,김은미,엄상현",20225637
281.0,플레인,2023-03-15,345665658.0,0.0,345665658.0,37691.0,37691.0,358.0,5405.0,미국,미국,,(주)누리픽쳐스,15세이상관람가,"액션,스릴러",장-프랑소와 리셰,"제라드 버틀러,마이크 콜터",20230199
282.0,덤 머니,2024-01-17,346814109.0,0.0,346814109.0,37262.0,37262.0,465.0,5959.0,미국,미국,,"그린나래미디어(주),(주)플레이그램",15세이상관람가,"코미디,드라마",크레이그 질레스피,"폴 다노,세스 로건,아메리카 페레라,쉐일린 우들리",20235854
283.0,롱디,2023-05-10,308893500.0,0.0,308893500.0,36777.0,36777.0,262.0,4957.0,한국,한국,"트웰브져니(주),바젤레브스프로덕션",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"멜로/로맨스,코미디",임재완,"장동윤,박유나,고건한,전혜연,권동호,이서윤,조영길,방상현,강문봉,조대우,송영하,유아영,이승재,최진영,이승창,정진근,장의수,이시우",20218656
284.0,꼬마참새 리차드: 신비한 보석 탐험대,2024-05-01,286368200.0,0.0,286368200.0,36772.0,36772.0,174.0,2189.0,독일,"독일,벨기에,노르웨이",,(주)스튜디오디에이치엘,전체관람가,애니메이션,,,20249353
285.0,골드핑거,2024-04-10,313980372.0,0.0,313980372.0,35359.0,35359.0,423.0,5721.0,홍콩,홍콩,,메가박스중앙(주),15세이상관람가,"범죄,액션",장문강,"양조위,유덕화,임달화",20247294
286.0,뒤틀린 집,2022-07-13,331549100.0,0.0,331549100.0,34886.0,34886.0,156.0,2128.0,한국,한국,(주)테이크원스튜디오,(주)스튜디오디에이치엘,15세이상관람가,"공포(호러),드라마,스릴러",강동헌,"서영희,김민재,김보민,조수향,박혁권,오자훈,노하연,경다은,김나은,강길우,박옥출,이도아,정구현,윤상,장지원,이유정,김애라",20225180
287.0,극장판 우당탕탕 은하안전단: 진정한 용기!,2023-11-30,257124930.0,0.0,257124930.0,34001.0,34001.0,261.0,2487.0,한국,한국,(주)마로스튜디오,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,정지훈,"김은아,엄상현,이지현,이민규,전태열,정영웅,신용우,남도형,한만중,홍소영",20234798
288.0,스페이스 키드: 우주에서 살아남기,2022-12-07,262290350.0,0.0,262290350.0,33966.0,33966.0,290.0,1683.0,프랑스,프랑스,,"그린나래미디어(주),(주)인터파크",전체관람가,"애니메이션,어드벤처",에릭 토스티,,20228655
289.0,똑똑똑,2023-03-08,298318620.0,0.0,298318620.0,33771.0,33771.0,472.0,6259.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"미스터리,스릴러",M. 나이트 샤말란,"데이브 바티스타,조나단 그로프,루퍼트 그린트",20230200
290.0,아버지의 마음,2023-07-20,333905906.0,0.0,333905906.0,33711.0,33711.0,85.0,1001.0,한국,한국,파이오니아21,"(주)드림팩트엔터테인먼트,파이오니아21",전체관람가,다큐멘터리,김상철,신애라,20231935
291.0,몬스터 하우스2: 인비져블 피닉스,2023-02-02,294228222.0,0.0,294228222.0,33671.0,33671.0,357.0,3069.0,러시아,러시아,,(주)박수엔터테인먼트,전체관람가,"애니메이션,판타지,어드벤처",데니스 체르노프,석승훈,20239702
292.0,슈가│어거스트 디 투어 ‘디-데이’ 더 무비,2024-04-10,956481000.0,0.0,956481000.0,33604.0,33604.0,88.0,2632.0,한국,한국,(주)하이브,CGV ICECON,12세이상관람가,공연,박준수,민윤기,20248586
293.0,메이 디셈버,2024-03-13,309148799.0,0.0,309148799.0,33530.0,33530.0,400.0,4652.0,미국,미국,,판씨네마(주),청소년관람불가,드라마,토드 헤인즈,"나탈리 포트만,줄리안 무어,찰스 멜튼",20247053
294.0,스파이더맨: 노 웨이 홈 '펀버전',2022-10-05,366375231.0,0.0,366375231.0,33457.0,33457.0,347.0,5123.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처,SF",존 왓츠,"톰 홀랜드,젠데이아 콜먼,베네딕트 컴버배치,제이콥 배덜런,존 파브로,마리사 토메이",20227308
295.0,몬스터 신부: 101번째 프로포즈,2022-12-28,297877600.0,0.0,297877600.0,33428.0,33428.0,226.0,2193.0,헝가리,"헝가리,러시아",,와이드 릴리즈(주),전체관람가,"애니메이션,코미디,판타지,어드벤처",,"황창영,박시윤,최정현",20227925
296.0,극장판 파워 디지몬 더 비기닝,2023-11-29,322378200.0,0.0,322378200.0,33280.0,33280.0,197.0,2787.0,일본,일본,,에스엠지홀딩스 주식회사,12세이상관람가,애니메이션,타구치 토모히사,"카타야마 후쿠쥬로,오가타 메구미,에노키 준야",20235261
297.0,썸머 필름을 타고!,2022-07-20,312069026.0,0.0,312069026.0,33011.0,33011.0,65.0,2408.0,일본,일본,,"(주)싸이더스,(주)블루라벨픽쳐스",전체관람가,기타,마츠모토 소우시,"이토 마리카,카네코 다이치,카와이 유미,이노리 키라라",20225293
299.0,엔드 오브 에반게리온,2024-01-17,332354336.0,0.0,332354336.0,32578.0,32578.0,130.0,3250.0,일본,일본,,(주)라이크콘텐츠,청소년관람불가,애니메이션,"안노 히데아키,츠루마키 카즈야",,20124315
300.0,네가 떨어뜨린 푸른 하늘,2023-02-08,308030509.0,0.0,308030509.0,32116.0,32116.0,449.0,5370.0,일본,일본,,"메가박스중앙(주),(주)이놀미디어,(주)바이포엠스튜디오",12세이상관람가,"멜로/로맨스,SF",사이토 유키,"후쿠모토 리코,이타가키 미즈키",20229305
301.0,더 메뉴,2022-12-07,329386200.0,0.0,329386200.0,32109.0,32109.0,177.0,3951.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,스릴러,마크 미로드,"랄프 파인즈,안야 테일러 조이,니콜라스 홀트,자넷 맥티어,주디스 라이트,존 레귀자모",20228277
302.0,비투비 타임 : 비투게더 더 무비,2023-11-15,628174500.0,0.0,628174500.0,31412.0,31412.0,32.0,616.0,한국,한국,,(주)케이티알파,전체관람가,"공연,다큐멘터리",,,20235631
303.0,바튼 아카데미,2024-02-21,295171999.0,0.0,295171999.0,31366.0,31366.0,254.0,3144.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,드라마",알렉산더 페인,폴 지아마티,20247063
305.0,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,2023-10-19,262104460.0,0.0,262104460.0,30491.0,30491.0,79.0,1834.0,일본,일본,,메가박스중앙(주),전체관람가,애니메이션,니시키오리 히로시,"오노 켄쇼,하타노 와타루,호시 소이치로",20234816
306.0,메리 마이 데드 바디,2023-05-17,346701400.0,0.0,346701400.0,30333.0,30333.0,103.0,2040.0,대만,대만,,"주식회사 원더스튜디오,(주)리안컨텐츠",12세이상관람가,"코미디,액션",청웨이하오,"허광한,임백굉,왕정,탁종화,채진남",20231481
307.0,테일러 스위프트 디 에라스 투어,2023-11-03,839042500.0,0.0,839042500.0,30232.0,30232.0,56.0,753.0,미국,미국,,씨제이포디플렉스 주식회사,전체관람가,공연,,,20235459
308.0,어른 김장하,2023-11-15,250744972.0,0.0,250744972.0,29918.0,29918.0,98.0,1694.0,한국,한국,MBC경남,(주)시네마달,전체관람가,다큐멘터리,김현지,김장하,20232077
309.0,그레이 맨,2022-07-13,277286160.0,0.0,277286160.0,29844.0,29844.0,220.0,2936.0,미국,미국,,씨제이 씨지브이(CJ CGV)(주),15세이상관람가,"액션,스릴러","안소니 루소,조 루소","라이언 고슬링,크리스 에반스,아나 디 아르마스,레게-장 페이지",20224791
310.0,신 에반게리온 극장판,2022-10-05,335765987.0,0.0,335765987.0,29705.0,29705.0,93.0,2254.0,일본,일본,,(주)라이크콘텐츠,15세이상관람가,애니메이션,안노 히데아키,,20227073
311.0,극장판 윌벤져스 : 수상한 캠핑 대소동,2022-06-23,293037800.0,0.0,293037800.0,29432.0,29432.0,110.0,1097.0,한국,한국,(주)스튜디오게일,(주)대교 미디어콘텐츠사업본부,전체관람가,애니메이션,"신창환,류정우","샘 해밍턴,김서영,강시현,최한,김가령,이미자,송준석,최석필,이현,최길용,이보용,이슬비,이상준",20225114
312.0,양자경의 더 모든 날 모든 순간,2022-11-23,312260359.0,0.0,312260359.0,29362.0,29362.0,63.0,2015.0,미국,미국,,워터홀컴퍼니(주),15세이상관람가,"액션,코미디","다니엘 콴,다니엘 쉐이너트","양자경,스테파니 수,키 호이 콴,제이미 리 커티스",20226798
314.0,사랑은 낙엽을 타고,2023-12-20,266785881.0,0.0,266785881.0,28085.0,28085.0,40.0,1518.0,핀란드,핀란드,,찬란,12세이상관람가,멜로/로맨스,아키 카우리스마키,,20235923
316.0,여귀교- 저주를 부르는 게임,2023-11-15,252570027.0,0.0,252570027.0,27703.0,27703.0,401.0,4218.0,대만,대만,,"메가박스중앙(주),(주)스튜디오 산타클로스엔터테인먼트,(주)블레이드이엔티",15세이상관람가,공포(호러),해악륭,시백우,20235004
