Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors,movieCd,fd_rank,w1_rank,w2_rank,w1_au,w2_au,w3_au,w1_av_sc,w2_av_sc,w3_av_sc,Distributor_Sc
189.0,화사한 그녀,2023-10-11,888872900.0,0.0,888872900.0,96146.0,96146.0,414.0,12805.0,한국,한국,"(주)신영이엔씨,(주)제이앤씨미디어그룹","(주)제이앤씨미디어그룹,(주)스튜디오 산타클로스엔터테인먼트",12세이상관람가,코미디,이승준,"엄정화,송새벽,방민아,손병호,김재화,박호산,김성식,박진우,정영주,정인기,조한준,김형우,윤현식,김재용,박영웅,배준수,정윤서,김준범,김성환,서명찬,유정호,정진우,박수현,하성광,권재원,강채빈,하윤서,나현정,김태양,이동민,소계원,최문경,김시윤,윤옥길,나수윤,화영진,채길병,박성웅,박수영,박형준",20212667,3,5,11,68122,87718,94868,383.0,262.42857142857144,99.28571428571428,D
190.0,방탄소년단: 옛 투 컴 인 시네마,2023-02-01,2035659000.0,0.001,2035659000.0,92539.0,92539.0,120.0,6188.0,한국,한국,씨제이포디플렉스 주식회사,"씨제이포디플렉스 주식회사,씨제이 씨지브이(CJ CGV)(주)",전체관람가,공연,오윤동,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국",20239691,2,10,19,65773,89490,92539,116.85714285714286,76.0,25.571428571428573,A
191.0,"여름을 향한 터널, 이별의 출구",2023-09-14,942838858.0,0.0,942838858.0,92479.0,92479.0,269.0,7795.0,일본,일본,,(주)미디어캐슬,12세이상관람가,애니메이션,타구치 토모히사,"코미야 아리사,코야마 리키야",20228016,5,10,9,45974,67313,84175,233.57142857142856,183.28571428571428,81.28571428571429,C
199.0,파벨만스,2023-03-22,819973157.0,0.0,819973157.0,81467.0,81467.0,450.0,8892.0,미국,미국,,(주)씨제이이엔엠,12세이상관람가,드라마,스티븐 스필버그,"미쉘 윌리엄스,폴 다노,세스 로건,가브리엘 라벨",20230767,6,4,8,42548,61222,70474,414.57142857142856,208.42857142857144,118.85714285714286,A
201.0,엑소시스트: 믿는 자,2023-10-18,828698635.0,0.0,828698635.0,80219.0,80219.0,630.0,10753.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),데이빗 고든 그린,"엘렌 버스틴,레슬리 오덤 주니어,앤 도드",20234853,3,9,16,67742,79703,80202,565.2857142857143,202.7142857142857,14.285714285714286,B
202.0,챌린저스,2024-04-24,787794387.0,0.0,787794387.0,79821.0,79821.0,458.0,8309.0,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"드라마,멜로/로맨스",루카 구아다니노,"젠데이아 콜먼,마이크 파이스트,조쉬 오코너",20249318,4,4,7,35455,54852,67694,439.57142857142856,122.0,126.14285714285714,A
205.0,샤잠! 신들의 분노,2023-03-15,830461274.0,0.0,830461274.0,78743.0,78743.0,799.0,14012.0,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처",데이비드 F. 샌드버그,"제커리 리바이,애셔 앤젤,아담 브로디,잭 딜런 그레이저,그레이스 펄튼,로즈 버틀러,이안 첸,매건 굿,페이스 허만,D.J. 코드로나,조반 아만드,헬렌 미렌,루시 리우,레이첼 지글러,디몬 하운수",20230081,3,4,13,68861,77977,78604,674.8571428571429,223.8571428571429,14.571428571428571,A
208.0,치킨래빗: 잃어버린 보물을 찾아서,2023-03-18,658252000.0,0.0,658252000.0,73427.0,73427.0,234.0,4747.0,벨기에,"벨기에,프랑스",,(주)스튜디오디에이치엘,전체관람가,애니메이션,벤 스타센,"박시윤,김용,김소희",20230484,6,16,12,27346,43160,54054,148.42857142857142,111.85714285714286,75.85714285714286,D
211.0,보 이즈 어프레이드,2023-07-05,685318130.0,0.0,685318130.0,68762.0,68762.0,312.0,4589.0,미국,미국,,(주)스튜디오디에이치엘,청소년관람불가,"어드벤처,공포(호러)",아리 에스터,호아킨 피닉스,20231889,7,8,9,42755,56910,62973,304.42857142857144,86.42857142857143,43.57142857142857,D
213.0,도티와 영원의 탑,2023-12-27,629014015.0,0.0,629014015.0,67870.0,67870.0,370.0,3682.0,한국,한국,(주)샌드박스네트워크,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"배완,양희성,박인한","나희선,최예린,이민호,이민형,차재원,엄상현,이명호,방보용,정빈,김하영,김병선,임채빈,김도희,이주원,주백호,송훈,박도영,김근환,장은서,정서진,박현기,김시우,송희,김기운,하시안,서부건,조수아,김예은,권서준,이나영,조성하,최아림,강지민,공은빈,김성하,옥수진,유규선,천민규,한효경,정찬,박신후,김경륜,이지우,허은우,김경림,홍성빈,이영호,고연우,김로아,홍윤서,박채원,이지엘,이효린,이다은,최예원,하예은,하예설,임소여,오지수,손정민,이율주,남도형,신범식",20235290,9,8,15,56177,63726,66002,330.0,73.28571428571429,17.857142857142858,A
216.0,쏘우 X,2023-12-13,680008885.0,0.0,680008885.0,65188.0,65188.0,571.0,7172.0,미국,미국,,"(주)올스타엔터테인먼트,(주)플레이그램",청소년관람불가,"공포(호러),스릴러",케빈 그루터트,"토빈 벨,쇼니 스미스",20235698,6,7,27,60005,61988,63896,521.8571428571429,9.428571428571429,12.714285714285714,C
219.0,익스펜더블 4,2023-10-18,606052589.0,0.0,606052589.0,63379.0,63379.0,634.0,10979.0,미국,미국,,"(주)올스타엔터테인먼트,(주)플레이그램",청소년관람불가,액션,스캇 워프,"제이슨 스타뎀,실베스터 스탤론,메간 폭스,50 센트,토니 자,돌프 룬드그렌,이코 우웨이스,랜디 커투어,앤디 가르시아",20234213,2,7,15,57231,62460,62765,591.2857142857143,147.57142857142858,9.714285714285714,C
220.0,본즈 앤 올,2022-11-30,659874147.0,0.0,659874147.0,62773.0,62773.0,356.0,6450.0,미국,미국,,워너브러더스 코리아(주),청소년관람불가,"공포(호러),멜로/로맨스",루카 구아다니노,"테일러 러셀,티모시 샬라메,마크 라이런스,클로에 세비니",20228045,8,11,15,36734,48948,53055,328.1428571428572,142.85714285714286,25.571428571428573,A
221.0,극장판 5등분의 신부,2022-09-22,673250823.0,0.0,673250823.0,62471.0,62471.0,91.0,2656.0,일본,일본,,(주)애니플러스,12세이상관람가,"애니메이션,드라마",진보 마사토,"마츠오카 요시츠구,하나자와 카나,타케타츠 아야나,이토 미쿠,사쿠라 아야네,미나세 이노리",20226751,5,14,27,25719,35327,48162,82.0,45.285714285714285,35.142857142857146,C
222.0,신체모음.zip,2023-08-30,576492200.0,0.0,576492200.0,62287.0,62287.0,269.0,7490.0,한국,한국,"(주)싸이더스,주식회사 헤이데이프로덕션,무비파킹 주식회사","(주)스튜디오디에이치엘,(주)싸이더스",15세이상관람가,공포(호러),"최원경,전병덕,이광진,지삼,김장미,서형우","김민석,김채은,한상혁,강준규,김아현,조우리,정준원,이진희,구본진,리우림,구선민,이교형,김희상,권아름,김윤정,이주은,우유민,이유진,김금원,김현정,도연진,백현주,소희정,조지승,최형태,임성재,김현정",20233075,8,8,10,39715,53655,61466,241.8571428571429,172.28571428571428,120.71428571428572,B
223.0,시맨틱 에러: 더 무비,2022-08-31,692504700.0,0.0,692504700.0,62204.0,62204.0,57.0,1311.0,한국,한국,주식회사 왓챠,주식회사 왓챠,12세이상관람가,멜로/로맨스,김수정,"박서함,박재찬,송지오,김노진,김원기,최수견,차재훈,김건희,김진성,정준교,허이진,박준환,이진성,경수빈,신민선,한태희,기현우,손범서,한태경,우주명,이혜민,문해민,김정민,석유진,이정혁,조성진,정주원,송명호",20225892,7,11,11,31297,40509,49105,50.0,31.142857142857142,17.857142857142858,C
226.0,수라,2023-06-21,520744124.0,0.0,520744124.0,61573.0,61573.0,136.0,2351.0,한국,한국,"스튜디오두마,미디어나무(주)","스튜디오두마,미디어나무(주),스튜디오 에이드",전체관람가,다큐멘터리,황윤,황윤,20227654,6,8,13,21721,26767,30265,107.42857142857144,41.57142857142857,21.285714285714285,D
227.0,핑크퐁 시네마 콘서트3 : 진저브레드맨을 잡아라,2023-07-26,526275100.0,0.0,526275100.0,61203.0,61203.0,128.0,2915.0,한국,한국,더핑크퐁컴퍼니(주),더핑크퐁컴퍼니(주),전체관람가,애니메이션,변희선,"조경이,이소은,박요한,김새해,장예나",20232491,9,9,14,31534,48361,55980,115.85714285714286,107.14285714285714,56.85714285714285,D
229.0,티켓 투 파라다이스,2022-10-12,574492108.0,0.0,574492108.0,60171.0,60171.0,581.0,9663.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"멜로/로맨스,코미디",올 파커,"줄리아 로버츠,조지 클루니,케이틀린 디버",20227338,6,8,11,49340,57460,58866,532.0,148.0,12.571428571428571,B
231.0,슬픔의 삼각형,2023-05-17,569632421.0,0.0,569632421.0,58509.0,58509.0,294.0,5309.0,미국,미국,,"그린나래미디어(주),(주)플레이그램,메가박스중앙(주)",15세이상관람가,"코미디,드라마",루벤 외스틀룬드,"우디 해럴슨,해리스 딕킨슨",20231029,5,9,12,29405,41725,48418,269.0,110.85714285714286,48.0,A
233.0,기동전사 건담 시드 프리덤,2024-04-03,613709244.0,0.0,613709244.0,56596.0,56596.0,418.0,5353.0,일본,일본,,워터홀컴퍼니(주),12세이상관람가,애니메이션,후쿠다 미츠오,"호시 소이치로,이시다 아키라,타나카 리에",20248222,7,10,17,39855,49486,54615,389.1428571428572,80.71428571428571,67.57142857142857,C
234.0,더 웨일,2023-03-01,556416366.0,0.0,556416366.0,56591.0,56591.0,203.0,4807.0,미국,미국,,(주)스튜디오디에이치엘,15세이상관람가,드라마,대런 아로노프스키,브렌든 프레이저,20230523,14,10,12,26580,35577,45045,191.8571428571429,108.28571428571428,101.0,D
235.0,애스터로이드 시티,2023-06-28,557843047.0,0.0,557843047.0,56455.0,56455.0,269.0,4054.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,웨스 앤더슨,"제이슨 슈왈츠먼,스칼렛 요한슨,톰 행크스,제프리 라이트,틸다 스윈튼,브라이언 크랜스톤,에드워드 노튼,애드리언 브로디,리브 슈라이버,홉 데이비스",20231781,8,7,12,34076,44322,48302,255.28571428571428,86.28571428571429,24.714285714285715,B
236.0,바람 따라 만나리 : 김호중의 계절,2023-10-18,1259368000.0,0.0,1259368000.0,56056.0,56056.0,78.0,2768.0,한국,한국,씨제이포디플렉스 주식회사,"씨제이포디플렉스 주식회사,CGV ICECON",전체관람가,"공연,다큐멘터리",오윤동,김호중,20234663,6,10,19,29688,40391,49414,76.0,54.85714285714285,36.57142857142857,A
238.0,류이치 사카모토: 오퍼스,2023-12-27,527180447.0,0.0,527180447.0,55380.0,55380.0,251.0,4531.0,일본,일본,,"(주)엣나인필름,메가박스중앙(주)",전체관람가,"공연,다큐멘터리",소라 네오,사카모토 류이치,20236080,6,11,11,36084,45074,48976,226.42857142857144,127.71428571428572,57.42857142857143,A
240.0,고고다이노 극장판: 얼음공룡의 비밀,2022-10-05,494349813.0,0.0,494349813.0,54231.0,54231.0,531.0,4934.0,한국,한국,(주)모꼬지,"(주)넥스트엔터테인먼트월드(NEW),(주)블루라벨픽쳐스",전체관람가,애니메이션,이선명,"이민규,전태열,김은아,엄상현,성완경,신용우,홍범기,김율,남도형,김명준,천지선,김채하,이영아,최향윤",20226739,9,11,26,41028,48899,51599,389.7142857142857,124.85714285714286,37.71428571428572,A
244.0,사운드 오브 프리덤,2024-02-21,578652700.0,0.0,578652700.0,53312.0,53312.0,248.0,4797.0,미국,미국,,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄,알레한드로 고메즈 몬테베르드,제임스 카비젤,20247219,6,7,6,35925,46700,51740,222.0,100.0,66.71428571428571,A
246.0,인생은 뷰티풀: 비타돌체,2022-09-07,1667323500.0,0.001,1667323500.0,52969.0,52969.0,107.0,1540.0,한국,한국,씨제이포디플렉스 주식회사,"씨제이 씨지브이(CJ CGV)(주),씨제이포디플렉스 주식회사",전체관람가,"다큐멘터리,공연","김선형,오윤동",김호중,20226879,6,9,7,26228,40664,51956,99.57142857142856,51.42857142857143,16.0,A
247.0,엔니오: 더 마에스트로,2023-07-05,492705957.0,0.0,492705957.0,52246.0,52246.0,67.0,2509.0,이탈리아,이탈리아,,"(주)영화사 진진,(주)씨네필운",12세이상관람가,다큐멘터리,쥬세페 토르나토레,"엔니오 모리꼬네,클린트 이스트우드,쿠엔틴 타란티노,존 윌리엄스,한스 짐머,왕가위,브루스 스프링스틴,퀸시 존스",20231923,12,13,15,12183,19381,26737,64.0,32.57142857142857,33.57142857142857,C
252.0,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,2022-12-21,470359418.0,0.0,470359418.0,51007.0,51007.0,432.0,3526.0,한국,한국,더핑크퐁컴퍼니(주),(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김수경,"조경이,이소은,김새해,송하림,김채하,정혜원,여민정,황창영",20228309,8,8,12,32728,44909,47589,289.1428571428572,108.57142857142856,23.142857142857142,A
253.0,고스트버스터즈: 오싹한 뉴욕,2024-04-17,466751403.0,0.0,466751403.0,50879.0,50879.0,671.0,9824.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",길 키넌,"폴 러드,핀 울프하드,맥케나 그레이스,빌 머레이,댄 애크로이드,어니 허드슨",20248466,3,8,6,40075,42831,50823,549.8571428571429,56.0,44.85714285714285,A
254.0,거울 속 외딴 성,2023-04-12,489227269.0,0.0,489227269.0,50772.0,50772.0,335.0,4783.0,일본,일본,,워터홀컴퍼니(주),12세이상관람가,"애니메이션,미스터리,판타지",하라 케이이치,"아시다 마나,키타무라 타쿠미,타카야마 미나미,미야자키 아오이",20231009,4,6,13,27730,38186,40649,307.0,111.71428571428572,21.0,C
257.0,스즈메의 문단속: 다녀왔어,2024-01-10,479691900.0,0.0,479691900.0,48570.0,48570.0,185.0,4368.0,일본,일본,,(주)쇼박스,12세이상관람가,애니메이션,신카이 마코토,"하라 나노카,마츠무라 호쿠토",20236557,7,11,12,25724,38312,48048,173.42857142857142,168.57142857142858,93.42857142857144,A
259.0,사랑할 땐 누구나 최악이 된다,2022-08-25,487567867.0,0.0,487567867.0,48167.0,48167.0,80.0,3105.0,노르웨이,노르웨이,,"그린나래미디어(주),(주)하이스트레인저",15세이상관람가,"멜로/로맨스,드라마",요아킴 트리에,"레나테 레인스베,앤더스 다니엘슨 라이,헤르베르트 노르드룸",20225556,8,10,12,15705,25248,32672,57.85714285714285,67.85714285714286,44.42857142857143,C
263.0,악은 존재하지 않는다,2024-03-27,445460550.0,0.0,445460550.0,45271.0,45271.0,149.0,3458.0,일본,일본,,"그린나래미디어(주),(주)레드아이스 엔터테인먼트",12세이상관람가,드라마,하마구치 류스케,"오미카 히토시,니시카와 료,코사카 류지,시부타니 아야카",20235838,8,7,13,22132,30413,36039,135.57142857142858,95.57142857142856,51.57142857142857,C
264.0,랜드 오브 배드,2024-03-13,382151629.0,0.0,382151629.0,44642.0,44642.0,394.0,6774.0,미국,미국,,메가박스중앙(주),15세이상관람가,"액션,전쟁",윌리엄 유뱅크,"러셀 크로우,리암 헴스워스,루크 헴스워스,마일로 벤티밀리아",20247782,5,6,9,30598,43071,44447,375.8571428571428,234.28571428571428,37.285714285714285,A
265.0,더 와일드: 야수들의 전쟁,2023-11-15,384063300.0,0.0,384063300.0,44540.0,44540.0,239.0,5458.0,한국,한국,"(주)아센디오,(주)제이앤씨미디어그룹","TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹,(주)아센디오",청소년관람불가,"액션,범죄",김봉한,"박성웅,오대환,오달수,주석태,서지혜,강현아,라윤",20217425,9,11,14,31407,41582,44511,222.28571428571428,153.0,47.85714285714285,C
266.0,극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,2023-10-19,385466305.0,0.0,385466305.0,43509.0,43509.0,78.0,2085.0,일본,일본,,메가박스중앙(주),전체관람가,애니메이션,니시키오리 히로시,"오노 켄쇼,하타노 와타루,호시 소이치로",20234938,15,44,39,4699,8929,13287,62.71428571428572,40.57142857142857,31.857142857142858,A
271.0,애프터 양,2022-06-01,398366300.0,0.0,407868300.0,41184.0,42147.0,161.0,3368.0,미국,미국,,"(주)영화특별시에스엠씨,주식회사 왓챠",전체관람가,"드라마,SF",코고나다,콜린 파렐,20224468,7,7,8,16547,23215,27719,151.28571428571428,46.142857142857146,27.857142857142858,C
273.0,지오디 마스터피스 더 무비,2024-01-10,936338000.0,0.0,936338000.0,41021.0,41021.0,75.0,1940.0,한국,한국,,씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,손석,"박준형,윤계상,데니 안/ 안신원,손호영,김태우",20236907,9,19,26,14604,23664,29136,67.28571428571429,46.285714285714285,33.0,A
274.0,너와 나,2023-10-25,379645293.0,0.0,379645293.0,39179.0,39179.0,76.0,2839.0,한국,한국,주식회사 필름영,"주식회사 필름영,그린나래미디어(주)",12세이상관람가,드라마,조현철,"박혜수,김시은",20228560,13,14,18,9661,14187,17945,69.85714285714286,44.85714285714285,30.714285714285715,C
276.0,오토라는 남자,2023-03-29,346425730.0,0.0,346425730.0,38785.0,38785.0,371.0,5894.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,마크 포스터,톰 행크스,20230641,5,7,10,26541,35577,37384,340.2857142857143,150.85714285714286,22.857142857142858,A
278.0,씬,2024-04-03,356935735.0,0.0,356935735.0,38433.0,38433.0,409.0,4872.0,한국,한국,(주)도어이앤엠,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,공포(호러),한동석,"김윤혜,송이재,박지훈,이상아",20236230,10,8,19,31745,37060,38347,382.8571428571428,95.14285714285714,30.714285714285715,A
279.0,TAR 타르,2023-02-22,380936984.0,0.0,380936984.0,38090.0,38090.0,197.0,3173.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,드라마,토드 필드,"케이트 블란쳇,노에미 멜랑,니나 호스",20230007,8,12,15,20698,28346,32409,187.7142857142857,55.71428571428572,34.714285714285715,B
281.0,플레인,2023-03-15,345665658.0,0.0,345665658.0,37691.0,37691.0,358.0,5405.0,미국,미국,,(주)누리픽쳐스,15세이상관람가,"액션,스릴러",장-프랑소와 리셰,"제라드 버틀러,마이크 콜터",20230199,6,8,16,29500,36661,36995,329.42857142857144,142.42857142857142,6.142857142857143,D
283.0,롱디,2023-05-10,308893500.0,0.0,308893500.0,36777.0,36777.0,262.0,4957.0,한국,한국,"트웰브져니(주),바젤레브스프로덕션",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"멜로/로맨스,코미디",임재완,"장동윤,박유나,고건한,전혜연,권동호,이서윤,조영길,방상현,강문봉,조대우,송영하,유아영,이승재,최진영,이승창,정진근,장의수,이시우",20218656,7,9,16,30183,36061,36697,237.8571428571429,110.42857142857144,21.285714285714285,A
285.0,골드핑거,2024-04-10,313980372.0,0.0,313980372.0,35359.0,35359.0,423.0,5721.0,홍콩,홍콩,,메가박스중앙(주),15세이상관람가,"범죄,액션",장문강,"양조위,유덕화,임달화",20247294,7,9,21,31295,35051,35326,376.4285714285714,119.14285714285714,10.285714285714286,A
292.0,슈가│어거스트 디 투어 ‘디-데이’ 더 무비,2024-04-10,956481000.0,0.0,956481000.0,33604.0,33604.0,88.0,2632.0,한국,한국,(주)하이브,CGV ICECON,12세이상관람가,공연,박준수,민윤기,20248586,8,21,26,21311,30779,31808,79.57142857142857,45.42857142857143,18.285714285714285,A
293.0,메이 디셈버,2024-03-13,309148799.0,0.0,309148799.0,33530.0,33530.0,400.0,4652.0,미국,미국,,판씨네마(주),청소년관람불가,드라마,토드 헤인즈,"나탈리 포트만,줄리안 무어,찰스 멜튼",20247053,4,9,14,26428,31405,32795,337.42857142857144,113.28571428571428,23.857142857142858,B
296.0,극장판 파워 디지몬 더 비기닝,2023-11-29,322378200.0,0.0,322378200.0,33280.0,33280.0,197.0,2787.0,일본,일본,,에스엠지홀딩스 주식회사,12세이상관람가,애니메이션,타구치 토모히사,"카타야마 후쿠쥬로,오가타 메구미,에노키 준야",20235261,4,11,27,26488,30525,33280,171.14285714285714,72.0,29.0,D
297.0,썸머 필름을 타고!,2022-07-20,312069026.0,0.0,312069026.0,33011.0,33011.0,65.0,2408.0,일본,일본,,"(주)싸이더스,(주)블루라벨픽쳐스",전체관람가,기타,마츠모토 소우시,"이토 마리카,카네코 다이치,카와이 유미,이노리 키라라",20225293,7,12,12,13194,21924,25882,61.285714285714285,49.71428571428572,45.42857142857143,B
300.0,네가 떨어뜨린 푸른 하늘,2023-02-08,308030509.0,0.0,308030509.0,32116.0,32116.0,449.0,5370.0,일본,일본,,"메가박스중앙(주),(주)이놀미디어,(주)바이포엠스튜디오",12세이상관람가,"멜로/로맨스,SF",사이토 유키,"후쿠모토 리코,이타가키 미즈키",20229305,11,10,21,26375,29787,30715,435.0,54.142857142857146,22.285714285714285,A
303.0,바튼 아카데미,2024-02-21,295171999.0,0.0,295171999.0,31366.0,31366.0,254.0,3144.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,드라마",알렉산더 페인,폴 지아마티,20247063,9,10,13,19326,25286,28239,224.1428571428572,45.0,34.285714285714285,B
308.0,어른 김장하,2023-11-15,250744972.0,0.0,250744972.0,29918.0,29918.0,98.0,1694.0,한국,한국,MBC경남,(주)시네마달,전체관람가,다큐멘터리,김현지,김장하,20232077,19,16,18,11438,17969,20023,90.28571428571428,48.285714285714285,22.428571428571427,D
312.0,양자경의 더 모든 날 모든 순간,2022-11-23,312260359.0,0.0,312260359.0,29362.0,29362.0,63.0,2015.0,미국,미국,,워터홀컴퍼니(주),15세이상관람가,"액션,코미디","다니엘 콴,다니엘 쉐이너트","양자경,스테파니 수,키 호이 콴,제이미 리 커티스",20228631,7,9,22,12696,19615,24251,58.85714285714285,43.57142857142857,45.285714285714285,C
317.0,괴담만찬,2023-10-18,220853620.0,0.0,220853620.0,27389.0,27389.0,162.0,3697.0,한국,한국,"(주)스튜디오투유,(주)아이뉴컴퍼니","TCO(주)더콘텐츠온,(주)블루라벨픽쳐스,(주)대교 미디어콘텐츠사업본부",15세이상관람가,공포(호러),"안상훈,윤은경,김용균,임대웅,채여준","장승연,신은수,김호정,김태훈,조재윤,윤현민,장광,손지나,이주영,김주령",20231634,9,14,30,23250,26804,27312,148.57142857142858,72.0,20.285714285714285,C
318.0,이니셰린의 밴시,2023-03-15,274718301.0,0.0,274718301.0,27260.0,27260.0,135.0,2708.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,"드라마,코미디",마틴 맥도나,"콜린 파렐,브렌단 글리슨,케리 콘든,배리 케오간",20230611,11,11,15,13737,18824,22048,130.28571428571428,61.85714285714285,29.714285714285715,A
319.0,파이어하트,2023-06-28,233116800.0,0.0,233116800.0,27210.0,27210.0,187.0,2452.0,프랑스,프랑스,,"(주)누리픽쳐스,(주)블루라벨픽쳐스,TCO(주)더콘텐츠온",전체관람가,"애니메이션,어드벤처,코미디,가족","시어도어 타이,로랑 제툰","엘리스 폴,뱅상 카셀",20231589,13,15,33,17555,23753,26730,136.71428571428572,82.71428571428571,35.857142857142854,C
321.0,리빙: 어떤 인생,2023-12-13,245881918.0,0.0,245881918.0,26734.0,26734.0,50.0,1264.0,영국,영국,,(주)티캐스트,12세이상관람가,드라마,올리버 허머너스,"빌 나이,에이미 루 우드,알렉스 샤프,톰 버크",20235693,11,16,15,8682,14290,18932,43.85714285714285,27.571428571428573,18.428571428571427,C
323.0,마이 샤이니 월드,2023-11-03,584927000.0,0.0,584927000.0,26481.0,26481.0,118.0,2396.0,한국,한국,"플러스엠 엔터테인먼트,(주)에스엠엔터테인먼트",메가박스중앙(주),전체관람가,"공연,다큐멘터리",이후빈,샤이니,20234722,9,25,46,13810,20304,22844,80.57142857142857,66.85714285714286,38.0,A
327.0,나의 올드 오크,2024-01-17,236338906.0,0.0,236338906.0,25741.0,25741.0,83.0,1828.0,아일랜드,아일랜드,,(주)영화사 진진,15세이상관람가,드라마,켄 로치,"데이브 터너,에블라 마리",20235925,11,14,20,12054,16913,20449,79.0,45.57142857142857,37.0,C
330.0,라이스보이 슬립스,2023-04-19,219844622.0,0.0,219844622.0,24864.0,24864.0,250.0,2890.0,캐나다,캐나다,,판씨네마(주),15세이상관람가,"가족,드라마",앤소니 심,"최승윤,이든 황,도현 노엘 황,앤소니 심,강인성",20227863,8,8,21,19377,22221,23237,220.7142857142857,49.142857142857146,21.142857142857142,B
331.0,3000년의 기다림,2023-01-04,235737015.0,0.0,235737015.0,24731.0,24731.0,176.0,2521.0,호주,호주,,(주)디스테이션,15세이상관람가,"멜로/로맨스,판타지,드라마",조지 밀러,"틸다 스윈튼,이드리스 엘바",20228652,9,8,14,14982,19560,21657,161.57142857142858,64.14285714285714,26.285714285714285,C
332.0,플로라 앤 썬,2023-09-22,182027800.0,0.0,182027800.0,24613.0,24613.0,120.0,2706.0,미국,미국,,씨제이 씨지브이(CJ CGV)(주),15세이상관람가,드라마,존 카니,"이브 휴슨,잭 레이너,조셉 고든 레빗",2023C685,6,18,13,18425,21958,24380,102.0,52.285714285714285,28.571428571428573,A
334.0,큐어,2022-07-06,256428969.0,0.0,266053969.0,24517.0,25573.0,55.0,1700.0,일본,일본,,M&M 인터내셔널,15세관람가,공포(호러),구로사와 기요시,"나카가와 안나,하기와라 마사토,야쿠쇼 코지",19978805,9,8,19,13798,18233,20859,52.142857142857146,39.142857142857146,28.142857142857142,C
335.0,고속도로 가족,2022-11-02,196637100.0,0.0,196637100.0,24502.0,24502.0,222.0,4177.0,한국,한국,"(주)영화사 설렘,(주)고고스튜디오",씨제이 씨지브이(CJ CGV)(주),15세이상관람가,드라마,이상문,"라미란,정일우,김슬기,백현진,서이수,박다온,이태경,손용범,이예준,손예원,최우영,박은영,이재우,장준학,권혁성,김범진,안민영,윤종구,허준석,김준희,류경환,정수교,최형주,김기림,이유리,이태건,김남호,옥수분,석호진,이헌일,차용환,김장호,이샘,허부영,장석문,최서니,이승용,안희주,이경호,천영암,문광식,정진혁,김규진,송승은,정진혁,김규진,서인영,김규진,박경도,이성민,황정민,이용녀,우지현",20211242,6,8,22,20749,22996,23860,212.1428571428572,35.857142857142854,11.428571428571429,A
336.0,천룡팔부: 교봉전,2023-01-25,211184266.0,0.0,211184266.0,24394.0,24394.0,300.0,3441.0,홍콩,홍콩,,(주)팝엔터테인먼트,15세이상관람가,액션,견자단,"견자단,진옥기",20229518,10,10,23,16412,20857,21991,273.0,63.142857142857146,17.0,C
339.0,프로메어,2022-10-20,260735036.0,0.0,260735036.0,23996.0,23996.0,63.0,1675.0,일본,일본,,(주)영화사 그램,15세이상관람가,애니메이션,이마이시 히로유키,"마츠야마 켄이치,사카이 마사토",20209205,21,27,38,3087,4885,7289,50.142857142857146,23.571428571428573,15.285714285714286,D
349.0,스트리머,2023-05-10,198703100.0,0.0,198703100.0,22111.0,22111.0,181.0,2720.0,한국,한국,"하이컨셉픽쳐스(주),(주)파이브데이","TCO(주)더콘텐츠온,(주)블루라벨픽쳐스",15세이상관람가,"공포(호러),미스터리",장형모,"이푸름,김모범,권민혁,김준형,심소영,이승희,김시운",20230943,12,16,13,14753,18230,20321,162.0,56.57142857142857,4.571428571428571,C
