w1_au,w2_au,w1_av_sc,slope
87424,16372,141.52821461609622,-5.630986217381612
60714,31909,128.5535390199637,-2.3940338292451906
86289,17953,182.5946191051995,-7.11924231189641
68559,20523,168.44963144963145,-2.5220262879501045
38111,21778,166.5274656679151,-5.111553459309808
74944,24967,148.4459535936616,1.671321669661954
83636,16347,130.4773790951638,-8.36617274794013
69019,11289,113.25199249882796,-6.69401836164448
51792,21823,181.00049925112327,-5.495112369951429
68122,19596,177.86422976501305,-5.5454159065899455
65773,23717,562.8496332518337,-7.126899204735031
45974,21339,196.83058103975537,-3.9525712985228574
42548,18674,102.63128876636804,-1.7667840574897735
67742,11961,119.83674500884509,-4.132674979763753
35455,19397,80.65810854728632,3.148617777512274
68861,9116,102.03789161727347,-7.063039833179092
27346,15814,184.23676612127048,-6.178684331828543
42755,14155,140.4434537775692,-4.088445094257739
56177,7549,170.23333333333332,-0.3278206872858829
60005,1983,114.98357514371747,-5.427962920311289
57231,5229,96.79077071756464,-10.786474395873151
36734,12214,111.94514584240312,-6.743308559080696
25719,9608,313.6463414634146,-4.957000941380002
39715,13940,164.2085056113408,-1.4826331872858831
31297,9212,625.94,3.248244312714117
21721,5046,202.19015957446803,-1.9423542516845296
31534,16827,272.18002466091247,0.8549785984284034
49340,8120,92.74436090225564,-5.844841004032732
29405,12320,109.31226765799256,-4.609770124105166
39855,9631,102.41740088105723,-5.937380437542326
26580,8997,138.54058078927773,-7.881473546224821
34076,10246,133.48181309457192,-6.415597332243957
29688,10703,390.6315789473685,-2.52952885198657
36084,8990,159.3615141955836,-7.219276912201222
41028,7871,105.27712609970676,3.2105653841426887
35925,10775,161.82432432432432,-3.338087818300348
26228,14436,263.40889526542327,1.1500143826908025
12183,7198,190.359375,-2.3675094727686976
32728,12181,113.18972332015808,0.3253936164518633
40075,2756,72.88256690049363,-7.644833417851392
27730,10456,90.3257328990228,-4.487976754947764
25724,12588,148.32619439868205,-2.994339655984342
15705,9543,271.4444444444445,-1.5384359413799995
22132,8281,163.24973656480503,-4.666257524040598
30598,12473,81.40858988977577,-3.3632371400869587
31407,10175,141.29113110539845,-5.162961462584477
4699,4230,74.9271070615034,-3.856790584237144
16547,6668,109.37582625118036,-0.1731442587144539
14604,9060,217.04458598726112,-4.493181810742001
9661,4526,138.2965235173824,-1.4436834468715698
26541,9036,77.99622166246851,-6.477001050818914
31745,5315,82.91604477611942,-1.3590909415606145
20698,7648,110.2633181126332,-6.247594194365166
29500,7161,89.54900260190806,-8.78964978250447
30183,5878,126.89549549549548,-3.09445920609416
31295,3756,83.13662239089184,-10.952023332477868
21311,9468,267.82226211849195,-7.252577850568248
26428,4977,78.32176121930567,-8.582206683475208
26488,4037,154.77128547579298,-9.39858980433222
13194,8730,215.28671328671328,-1.6503693622291729
26375,3412,60.63218390804597,-4.622484525144969
19326,5960,86.22179732313573,-4.539862524500253
11438,6531,126.68670886075952,-8.29619996209817
12696,6919,215.7087378640777,1.337860171508326
23250,3554,156.4903846153846,-5.234994375397611
13737,5087,105.4375,-1.477883464129229
17555,6198,128.40647857889238,-0.9079351634601316
8682,5608,197.9609120521173,0.6971518687141202
13810,6494,171.40070921985816,-4.995105611634396
12054,4859,152.58227848101265,-6.632172220779308
19377,2844,87.79223300970875,-4.048227738687471
14982,4578,92.72679045092838,-5.317608965482889
18425,3533,180.6372549019608,-5.572981281579318
13798,4435,264.6191780821917,-1.4638557318640473
20749,2247,97.80673400673398,-7.560793078860395
16412,4445,60.11721611721612,-2.6190052057576025
3087,1798,61.56410256410256,-6.208244155665716
14753,3477,91.0679012345679,-7.970512578422306
3813804,1243795,1467.4120815698343,-13.750888526865245
4170888,2842549,1778.1969669285584,-3.90305854442874
750214,372416,450.4630296791904,8.134431350904688
533800,283684,262.7337927155112,-6.066411189676588
523323,221633,232.839318629632,-12.17375942992469
329522,198830,303.9069828722003,-0.862456462163348
408342,233037,356.3193717277487,6.326086048343214
416569,225520,290.9291629252719,-5.001497769368391
432894,147053,376.7103431128792,-4.976706758714454
211998,113684,314.53709198813056,-2.125391298522859
273463,129211,220.6109254350581,-3.9466730685830216
344019,94124,217.1641266119578,-7.9537339928935165
271889,146255,282.5449821852731,-2.3139489381802627
271916,88315,277.7487231869254,-1.9062338658975224
253279,88439,213.73755274261603,-4.263305643481743
264774,71776,386.2897040433514,-11.1483577992106
137576,77078,177.7139693670419,-1.2303022133745587
163441,49149,167.87776962582538,-1.8050329791952977
150109,37025,141.0420134228188,-3.553190733516196
122102,41799,140.0022932022932,-1.8747236512111325
80621,32817,125.66176798040526,-8.596538975874216
88494,22937,129.89263996645,-9.25225994281288
67681,25815,120.82810507523592,5.162141558619999
91536,19745,99.66588894073728,-6.594986681417092
71067,26854,165.27209302325582,-3.7118665774874895
68040,16722,115.15473887814312,-1.1136909756431532
68483,22856,108.18799368088467,-0.5802943387503993
50973,19259,75.80433397068197,-2.026258799982891
57602,12307,106.30477194832584,-6.949534484387868
189737,108173,382.424128995105,-0.9973239090740904
29923,7900,115.78828081813155,-5.430834869951431
27705,7785,68.31102500880591,-3.156890301715188
14589,7934,88.6484375,-3.403573179057104
18078,2552,106.43061396131202,-7.714236664061941
13342,4033,65.67791842475386,-4.657260470266682
10379,5435,205.23446327683612,-4.895917444535044
